Isci_ID,Isci_Yas,Isci_Egitim,Isci_Tecrube,Isci_Tercih_Alanlari,Isci_Sehir,Isci_Ilce,Isci_Beklenen_Ucret,Ilan_ID,Firma_Adi,Ilan_Is_Alani,Ilan_Sehir,Ilan_Ilce,Ilan_Egitim_Gereksinimi,Ilan_Tecrube_Sarti,Ilan_Yas_Siniri,Ilan_Cinsiyet,Ilan_Konaklama,Ilan_Sigorta,Ilan_Ucret,Uygunluk
isci_0474,24,Üniversite,11,"Ceviz Hasadı, Toprak İşleme",Gaziantep,Şehitkamil,44314,ilan_0474,Firma_3,Fidan Dikimi,Kocaeli,Darıca,Ortaokul,10,25-60,Erkek,Yok,Yok,36397,0.2
isci_0475,41,Ortaokul,17,"Sera Bakımı, Çapa, Kiraz Hasadı",Kocaeli,İzmit,36770,ilan_0475,Firma_99,Çapa,Bitlis,Tatvan,İlkokul,7,20-58,Farketmez,Yok,Yok,32400,0.5
isci_0476,55,Üniversite,19,"Pamuk Toplama, Kiraz Hasadı, Toprak İşleme",Kırşehir,Kaman,19747,ilan_0476,Firma_53,Elma Toplama,Karaman,Merkez,Lise,6,21-42,Farketmez,Var,Var,49238,0.5
isci_0477,47,Üniversite,9,Kayısı Hasadı,Denizli,Merkezefendi,46419,ilan_0477,Firma_77,Ürün Hasadı,Ağrı,Doğubayazıt,İlkokul,2,27-58,Bayan,Yok,Var,26993,0.5
isci_0478,52,Ortaokul,10,"Kayısı Hasadı, Çay Hasadı, Pamuk Toplama",Karabük,Safranbolu,46296,ilan_0478,Firma_56,Elma Toplama,Elazığ,Keban,Üniversite,1,27-51,Erkek,Yok,Yok,43796,0.2
isci_0479,48,Lise,16,Kiraz Hasadı,Kayseri,Melikgazi,44604,ilan_0479,Firma_9,Pamuk Toplama,Antalya,Kepez,Lise,3,26-56,Erkek,Var,Yok,20898,0.7
isci_0480,57,Lise,3,Pamuk Toplama,Kayseri,Kocasinan,35222,ilan_0480,Firma_38,Kiraz Hasadı,Eskişehir,Tepebaşı,İlkokul,10,25-52,Bayan,Var,Var,18932,0.0
isci_0481,19,Lise,2,"Ürün Hasadı, Çay Hasadı, Ceviz Hasadı",Isparta,Eğirdir,18038,ilan_0481,Firma_91,Toprak İşleme,Artvin,Merkez,İlkokul,3,18-58,Bayan,Var,Var,35240,0.6
isci_0482,54,İlkokul,5,"Elma Toplama, Kiraz Hasadı, Çay Hasadı",Edirne,Uzunköprü,35169,ilan_0482,Firma_37,Kayısı Hasadı,Afyonkarahisar,Bolvadin,Lise,6,30-54,Farketmez,Var,Var,59629,0.6
isci_0483,19,Ortaokul,2,"Pamuk Toplama, Kiraz Hasadı",Ardahan,Merkez,49359,ilan_0483,Firma_15,Çay Hasadı,Adana,Çukurova,Ortaokul,7,19-58,Farketmez,Yok,Yok,57597,0.8
isci_0484,46,Ortaokul,3,"Toprak İşleme, Limon Hasadı",Tunceli,Merkez,52654,ilan_0484,Firma_26,Çay Hasadı,Sinop,Boyabat,Lise,3,28-47,Erkek,Var,Yok,20542,0.5
isci_0485,45,İlkokul,1,"Sera Bakımı, Elma Toplama, Kiraz Hasadı",Niğde,Bor,33546,ilan_0485,Firma_60,Sera Bakımı,Aydın,Efeler,Ortaokul,8,21-40,Bayan,Yok,Var,26352,0.0
isci_0486,22,Lise,17,"Limon Hasadı, Ürün Hasadı",Düzce,Cumayeri,38065,ilan_0486,Firma_68,Pamuk Toplama,Balıkesir,Merkez,İlkokul,7,24-57,Bayan,Var,Yok,40538,0.5
isci_0487,33,İlkokul,8,"Ceviz Hasadı, Pamuk Toplama, Toprak İşleme",Amasya,Suluova,23257,ilan_0487,Firma_46,Çapa,Kahramanmaraş,Onikişubat,İlkokul,7,22-45,Erkek,Yok,Yok,46692,1.0
isci_0488,39,Üniversite,6,"Limon Hasadı, Kayısı Hasadı",Kayseri,Kocasinan,43322,ilan_0488,Firma_41,Kayısı Hasadı,Konya,Meram,Üniversite,3,25-48,Erkek,Yok,Var,58399,1.0
isci_0489,44,Üniversite,5,Elma Toplama,Gümüşhane,Şiran,37234,ilan_0489,Firma_35,Sera Bakımı,Iğdır,Tuzluca,İlkokul,0,20-40,Erkek,Var,Yok,19659,0.2
isci_0490,20,Üniversite,10,"Kiraz Hasadı, Sera Bakımı, Ceviz Hasadı",Sakarya,Adapazarı,28780,ilan_0490,Firma_96,Kayısı Hasadı,Ankara,Çankaya,Üniversite,1,24-48,Bayan,Yok,Var,42286,0.7
isci_0491,55,Ortaokul,11,"Elma Toplama, Çapa, Ceviz Hasadı",Antalya,Kepez,46264,ilan_0491,Firma_11,Elma Toplama,Van,Edremit,İlkokul,9,22-52,Erkek,Var,Yok,40491,0.2
isci_0492,44,İlkokul,11,Kayısı Hasadı,Uşak,Eşme,55166,ilan_0492,Firma_34,Ürün Hasadı,Kahramanmaraş,Onikişubat,Üniversite,2,28-50,Farketmez,Var,Var,39208,0.5
isci_0493,53,Üniversite,3,Fidan Dikimi,Bursa,Nilüfer,47237,ilan_0493,Firma_35,Toprak İşleme,Muğla,Fethiye,İlkokul,7,26-59,Bayan,Yok,Var,35610,0.3
isci_0494,48,Lise,15,Kiraz Hasadı,Sakarya,Erenler,30472,ilan_0494,Firma_80,Fidan Dikimi,Afyonkarahisar,Sandıklı,Lise,10,20-43,Farketmez,Var,Yok,54570,0.7
isci_0495,39,İlkokul,13,"Elma Toplama, Limon Hasadı, Fidan Dikimi",Artvin,Hopa,43698,ilan_0495,Firma_51,Ceviz Hasadı,Kilis,Merkez,İlkokul,7,29-54,Farketmez,Var,Var,24362,0.7
isci_0496,45,Ortaokul,8,"Kiraz Hasadı, Pamuk Toplama",Siirt,Kurtalan,43825,ilan_0496,Firma_51,Çapa,Ordu,Altınordu,Ortaokul,8,27-55,Bayan,Yok,Yok,39355,0.7
isci_0497,23,Lise,18,"Çay Hasadı, Ürün Hasadı, Ceviz Hasadı",Bayburt,Demirözü,42993,ilan_0497,Firma_24,Ceviz Hasadı,Afyonkarahisar,Sandıklı,Üniversite,2,28-60,Farketmez,Var,Var,32596,0.2
isci_0498,43,Ortaokul,5,Ürün Hasadı,Sivas,Zara,34607,ilan_0498,Firma_58,Toprak İşleme,Kırşehir,Çiçekdağı,Lise,7,21-48,Farketmez,Var,Var,52072,0.6
isci_0499,60,İlkokul,2,"Kayısı Hasadı, Fidan Dikimi",Bilecik,Söğüt,49365,ilan_0499,Firma_72,Kiraz Hasadı,Muş,Merkez,İlkokul,2,28-53,Erkek,Var,Var,20070,0.4
isci_0500,45,İlkokul,15,"Pamuk Toplama, Toprak İşleme",Kırıkkale,Keskin,36183,ilan_0500,Firma_81,Pamuk Toplama,Şanlıurfa,Siverek,Üniversite,0,30-41,Bayan,Var,Var,50829,0.5
isci_0501,49,İlkokul,8,"Kayısı Hasadı, Elma Toplama, Kiraz Hasadı",Erzincan,Merkez,24635,ilan_0501,Firma_29,Pamuk Toplama,Mardin,Kızıltepe,Üniversite,10,18-43,Farketmez,Var,Var,49701,0.3
isci_0502,29,İlkokul,0,"Çay Hasadı, Elma Toplama, Çapa",Çorum,Sungurlu,50996,ilan_0502,Firma_44,Çay Hasadı,Bursa,Yıldırım,Ortaokul,2,26-50,Bayan,Var,Var,59393,0.6
isci_0503,44,İlkokul,8,"Çay Hasadı, Toprak İşleme",Bitlis,Merkez,58686,ilan_0503,Firma_61,Elma Toplama,Bitlis,Tatvan,Ortaokul,6,29-48,Bayan,Var,Var,33165,0.5
isci_0504,33,Ortaokul,9,Elma Toplama,Tekirdağ,Süleymanpaşa,49295,ilan_0504,Firma_39,Toprak İşleme,Çorum,Merkez,İlkokul,5,29-55,Erkek,Yok,Yok,38601,0.5
isci_0505,19,Üniversite,6,Fidan Dikimi,Adana,Seyhan,48762,ilan_0505,Firma_75,Kayısı Hasadı,Kastamonu,Tosya,Üniversite,4,24-40,Erkek,Var,Var,31364,0.4
isci_0506,50,İlkokul,5,"Kiraz Hasadı, Limon Hasadı, Çapa",Karaman,Merkez,46834,ilan_0506,Firma_68,Pamuk Toplama,Van,Erciş,Ortaokul,2,19-56,Bayan,Yok,Var,18974,0.5
isci_0507,44,Ortaokul,8,"Elma Toplama, Fidan Dikimi",Kırklareli,Lüleburgaz,53065,ilan_0507,Firma_14,Fidan Dikimi,Tunceli,Pülümür,İlkokul,0,19-44,Bayan,Var,Yok,37265,0.5
isci_0508,39,Üniversite,4,Kiraz Hasadı,Kırklareli,Merkez,35281,ilan_0508,Firma_100,Toprak İşleme,Kırklareli,Lüleburgaz,İlkokul,8,29-59,Erkek,Var,Yok,35670,0.6
isci_0509,41,Lise,17,Kayısı Hasadı,Van,İpekyolu,55998,ilan_0509,Firma_17,Elma Toplama,Afyonkarahisar,Sandıklı,Lise,7,24-48,Farketmez,Yok,Var,22512,0.7
isci_0510,35,İlkokul,19,"Ceviz Hasadı, Toprak İşleme",Çankırı,Çerkeş,21617,ilan_0510,Firma_84,Elma Toplama,Muş,Varto,Üniversite,7,27-43,Erkek,Var,Var,31234,0.8
isci_0511,27,İlkokul,7,"Sera Bakımı, Pamuk Toplama",Adana,Çukurova,56866,ilan_0511,Firma_71,Sera Bakımı,Karaman,Merkez,İlkokul,5,19-50,Erkek,Var,Yok,27066,0.7
isci_0512,53,İlkokul,0,"Elma Toplama, Fidan Dikimi",Afyonkarahisar,Sandıklı,51784,ilan_0512,Firma_57,Kayısı Hasadı,Kilis,Elbeyli,Ortaokul,0,25-47,Farketmez,Yok,Var,57437,0.5
isci_0513,33,Lise,1,Elma Toplama,Karabük,Safranbolu,53995,ilan_0513,Firma_70,Limon Hasadı,Yozgat,Sorgun,Ortaokul,9,20-41,Bayan,Yok,Var,51847,0.3
isci_0514,48,Üniversite,11,Limon Hasadı,Gaziantep,Nizip,51026,ilan_0514,Firma_17,Kayısı Hasadı,Mardin,Kızıltepe,Ortaokul,6,25-40,Erkek,Var,Yok,24231,0.2
isci_0515,19,Lise,13,"Kiraz Hasadı, Ürün Hasadı, Toprak İşleme",Karaman,Ermenek,41763,ilan_0515,Firma_41,Ürün Hasadı,Düzce,Akçakoca,Üniversite,7,20-47,Farketmez,Yok,Yok,34729,0.2
isci_0516,46,Üniversite,17,"Limon Hasadı, Ürün Hasadı",Muş,Varto,46413,ilan_0516,Firma_56,Ceviz Hasadı,Yalova,Merkez,Lise,4,28-53,Farketmez,Yok,Yok,51533,0.8
isci_0517,44,Lise,18,"Ceviz Hasadı, Toprak İşleme",Kırklareli,Merkez,39238,ilan_0517,Firma_25,Ürün Hasadı,Antalya,Muratpaşa,Lise,4,30-58,Bayan,Var,Yok,21644,0.7
isci_0518,26,Lise,0,Ürün Hasadı,Amasya,Merkez,17810,ilan_0518,Firma_95,Ceviz Hasadı,Yozgat,Sorgun,Lise,10,30-57,Bayan,Yok,Var,36765,0.5
isci_0519,24,Ortaokul,19,"Limon Hasadı, Fidan Dikimi",Çankırı,Ilgaz,29578,ilan_0519,Firma_2,Fidan Dikimi,Kayseri,Talas,Lise,9,30-40,Farketmez,Var,Yok,24218,0.2
isci_0520,22,Lise,15,"Kayısı Hasadı, Çay Hasadı",Kırklareli,Merkez,26690,ilan_0520,Firma_31,Kayısı Hasadı,Bitlis,Tatvan,Ortaokul,2,25-49,Bayan,Yok,Yok,40063,0.5
isci_0521,43,İlkokul,4,"Elma Toplama, Çay Hasadı",Elazığ,Keban,41233,ilan_0521,Firma_93,Pamuk Toplama,Ağrı,Doğubayazıt,Üniversite,4,23-45,Bayan,Var,Var,44900,0.8
isci_0522,20,Üniversite,15,"Sera Bakımı, Çay Hasadı, Elma Toplama",Karabük,Safranbolu,46303,ilan_0522,Firma_56,Toprak İşleme,Kilis,Musabeyli,Ortaokul,6,20-41,Farketmez,Var,Var,50013,0.8
isci_0523,22,Lise,2,"Sera Bakımı, Çapa",Çorum,Alaca,28457,ilan_0523,Firma_80,Limon Hasadı,Iğdır,Tuzluca,Lise,1,20-52,Erkek,Var,Var,33135,1.0
isci_0524,57,Lise,19,"Çay Hasadı, Toprak İşleme, Kayısı Hasadı",Ordu,Fatsa,49911,ilan_0524,Firma_31,Ürün Hasadı,Elazığ,Merkez,Ortaokul,7,30-43,Bayan,Var,Yok,30728,0.2
isci_0525,46,İlkokul,20,"Toprak İşleme, Fidan Dikimi, Çapa",Edirne,Merkez,58750,ilan_0525,Firma_5,Çay Hasadı,Adıyaman,Besni,Lise,3,25-59,Farketmez,Var,Yok,38353,0.5
isci_0526,51,Lise,7,"Limon Hasadı, Çapa, Toprak İşleme",Gaziantep,Nizip,22590,ilan_0526,Firma_33,Ceviz Hasadı,Kahramanmaraş,Onikişubat,Üniversite,3,30-46,Bayan,Yok,Var,52919,0.5
isci_0527,49,Lise,20,"Kiraz Hasadı, Kayısı Hasadı",Şanlıurfa,Haliliye,18862,ilan_0527,Firma_39,Ceviz Hasadı,Denizli,Tavas,Ortaokul,0,21-41,Bayan,Yok,Var,26374,0.5
isci_0528,36,Lise,10,"Kiraz Hasadı, Ceviz Hasadı, Toprak İşleme",Çorum,Alaca,41949,ilan_0528,Firma_78,Elma Toplama,Kırıkkale,Keskin,Ortaokul,0,27-59,Erkek,Yok,Var,34248,0.5
isci_0529,35,Üniversite,15,"Sera Bakımı, Fidan Dikimi, Çapa",Bingöl,Merkez,58450,ilan_0529,Firma_59,Toprak İşleme,Kırklareli,Merkez,Üniversite,4,25-57,Bayan,Var,Yok,55099,0.7
isci_0530,25,Üniversite,9,Sera Bakımı,Kütahya,Merkez,36941,ilan_0530,Firma_76,Kiraz Hasadı,Tunceli,Pülümür,Üniversite,0,22-57,Erkek,Yok,Var,56891,1.0
isci_0531,20,Lise,11,"Kiraz Hasadı, Fidan Dikimi",Siirt,Kurtalan,20274,ilan_0531,Firma_6,Çapa,Adana,Yüreğir,Ortaokul,7,27-60,Farketmez,Yok,Yok,55822,0.5
isci_0532,45,İlkokul,12,"Çapa, Sera Bakımı, Toprak İşleme",İzmir,Karşıyaka,27452,ilan_0532,Firma_61,Kayısı Hasadı,Antalya,Kepez,Üniversite,9,26-58,Bayan,Yok,Var,28403,0.8
isci_0533,36,Lise,13,"Çay Hasadı, Sera Bakımı, Kayısı Hasadı",Bayburt,Demirözü,49926,ilan_0533,Firma_69,Ürün Hasadı,Trabzon,Ortahisar,Üniversite,6,19-57,Farketmez,Var,Yok,38263,0.5
isci_0534,58,İlkokul,8,Pamuk Toplama,Erzurum,Yakutiye,59668,ilan_0534,Firma_7,Ceviz Hasadı,Isparta,Eğirdir,Lise,7,20-57,Erkek,Var,Yok,59023,0.2
isci_0535,28,Lise,10,"Çay Hasadı, Ürün Hasadı, Ceviz Hasadı",Muş,Merkez,28360,ilan_0535,Firma_43,Pamuk Toplama,Kars,Sarıkamış,İlkokul,10,19-47,Farketmez,Yok,Var,24517,0.5
isci_0536,58,İlkokul,1,"Limon Hasadı, Fidan Dikimi",Rize,Ardeşen,20951,ilan_0536,Firma_6,Elma Toplama,Eskişehir,Sivrihisar,Ortaokul,9,19-40,Bayan,Yok,Yok,31008,0.3
isci_0537,34,Üniversite,10,"Ürün Hasadı, Çapa",Adana,Seyhan,53131,ilan_0537,Firma_73,Kayısı Hasadı,Artvin,Arhavi,İlkokul,8,26-50,Erkek,Var,Yok,44666,0.5
isci_0538,52,Lise,10,Toprak İşleme,Kırıkkale,Delice,51520,ilan_0538,Firma_59,Ceviz Hasadı,Osmaniye,Düziçi,Lise,2,30-42,Erkek,Var,Var,21259,0.4
isci_0539,37,Lise,2,"Ürün Hasadı, Kiraz Hasadı, Ceviz Hasadı",Van,İpekyolu,53709,ilan_0539,Firma_31,Kiraz Hasadı,Burdur,Gölhisar,İlkokul,3,26-57,Farketmez,Var,Yok,50379,0.3
isci_0540,29,İlkokul,14,"Ceviz Hasadı, Sera Bakımı, Kayısı Hasadı",Ordu,Ünye,54428,ilan_0540,Firma_19,Çay Hasadı,Eskişehir,Sivrihisar,Ortaokul,1,23-60,Farketmez,Yok,Yok,37490,0.5
isci_0541,33,Ortaokul,13,Kiraz Hasadı,Gümüşhane,Kelkit,26529,ilan_0541,Firma_6,Fidan Dikimi,Isparta,Eğirdir,İlkokul,3,30-53,Bayan,Var,Var,26304,0.5
isci_0542,25,Üniversite,0,"Sera Bakımı, Pamuk Toplama, Çapa",Edirne,Merkez,48455,ilan_0542,Firma_53,Ceviz Hasadı,Eskişehir,Tepebaşı,Ortaokul,5,23-41,Erkek,Var,Yok,44226,0.3
isci_0543,52,Üniversite,13,Kiraz Hasadı,Düzce,Akçakoca,52665,ilan_0543,Firma_24,Çapa,Iğdır,Aralık,Lise,6,22-60,Erkek,Var,Var,52643,0.5
isci_0544,32,Lise,10,"Ceviz Hasadı, Çapa, Pamuk Toplama",Osmaniye,Düziçi,41601,ilan_0544,Firma_28,Elma Toplama,Sivas,Zara,Ortaokul,10,19-45,Erkek,Yok,Yok,28769,0.5
isci_0545,57,Üniversite,0,Elma Toplama,Batman,Hasankeyf,19331,ilan_0545,Firma_81,Toprak İşleme,Osmaniye,Kadirli,Lise,10,29-49,Bayan,Var,Yok,25146,0.3
isci_0546,47,İlkokul,11,"Kayısı Hasadı, Elma Toplama, Ceviz Hasadı",Kütahya,Simav,49139,ilan_0546,Firma_43,Ürün Hasadı,Ağrı,Doğubayazıt,Üniversite,8,20-58,Farketmez,Var,Var,46080,0.5
isci_0547,46,Lise,14,Limon Hasadı,Mardin,Artuklu,33634,ilan_0547,Firma_99,Çay Hasadı,Çankırı,Çerkeş,Ortaokul,3,29-40,Bayan,Yok,Yok,47142,0.5
isci_0548,27,İlkokul,9,"Pamuk Toplama, Limon Hasadı, Toprak İşleme",Muğla,Fethiye,43624,ilan_0548,Firma_49,Ceviz Hasadı,Eskişehir,Odunpazarı,İlkokul,8,26-52,Erkek,Yok,Yok,34106,0.7
isci_0549,26,Lise,14,"Limon Hasadı, Elma Toplama",Mardin,Artuklu,55988,ilan_0549,Firma_48,Kiraz Hasadı,Giresun,Bulancak,İlkokul,4,30-52,Bayan,Var,Var,44972,0.2
isci_0550,21,Üniversite,8,"Ürün Hasadı, Elma Toplama, Pamuk Toplama",Tekirdağ,Çorlu,33678,ilan_0550,Firma_96,Çapa,Şırnak,Silopi,İlkokul,9,29-46,Farketmez,Yok,Var,45838,0.3
isci_0551,19,Üniversite,18,"Elma Toplama, Fidan Dikimi, Kiraz Hasadı",Tokat,Merkez,21252,ilan_0551,Firma_85,Pamuk Toplama,Mersin,Toroslar,İlkokul,7,24-48,Bayan,Yok,Yok,29623,0.5
isci_0552,23,İlkokul,15,"Elma Toplama, Limon Hasadı, Kayısı Hasadı",Malatya,Doğanşehir,37911,ilan_0552,Firma_54,Kayısı Hasadı,İstanbul,Beşiktaş,İlkokul,2,30-45,Farketmez,Yok,Yok,47015,0.7
isci_0553,42,Lise,15,"Sera Bakımı, Kiraz Hasadı, Ceviz Hasadı",Batman,Hasankeyf,28398,ilan_0553,Firma_66,Çapa,Aksaray,Ortaköy,Üniversite,4,25-41,Bayan,Var,Yok,55199,0.5
isci_0554,39,Üniversite,16,Fidan Dikimi,Bitlis,Ahlat,48391,ilan_0554,Firma_28,Çay Hasadı,Zonguldak,Kozlu,Ortaokul,9,27-44,Erkek,Var,Yok,57506,0.8
isci_0555,30,İlkokul,19,Toprak İşleme,Mardin,Midyat,47990,ilan_0555,Firma_75,Limon Hasadı,Afyonkarahisar,Merkez,Üniversite,1,30-51,Erkek,Var,Yok,49605,0.8
isci_0556,30,İlkokul,5,"Kiraz Hasadı, Limon Hasadı",Mardin,Kızıltepe,48783,ilan_0556,Firma_81,Sera Bakımı,Ardahan,Göle,Üniversite,9,30-50,Bayan,Yok,Yok,39475,0.3
isci_0557,23,Ortaokul,0,"Elma Toplama, Fidan Dikimi",Kahramanmaraş,Dulkadiroğlu,51110,ilan_0557,Firma_69,Kayısı Hasadı,Tokat,Erbaa,Ortaokul,9,27-51,Erkek,Yok,Var,28599,0.2
isci_0558,33,Ortaokul,20,"Elma Toplama, Fidan Dikimi, Limon Hasadı",Aydın,Nazilli,17676,ilan_0558,Firma_24,Çay Hasadı,Elazığ,Keban,Üniversite,6,19-47,Erkek,Var,Yok,53725,0.8
isci_0559,19,Üniversite,15,Pamuk Toplama,Hakkari,Yüksekova,26780,ilan_0559,Firma_73,Elma Toplama,Hakkari,Şemdinli,Lise,10,26-41,Farketmez,Yok,Var,40946,0.5
isci_0560,36,Üniversite,2,Limon Hasadı,Aksaray,Ortaköy,40289,ilan_0560,Firma_73,Sera Bakımı,Kars,Sarıkamış,Üniversite,7,28-48,Erkek,Var,Var,24488,0.5
isci_0561,22,Ortaokul,10,"Limon Hasadı, Çapa",Bitlis,Merkez,59124,ilan_0561,Firma_45,Toprak İşleme,Niğde,Çiftlik,Üniversite,7,22-55,Farketmez,Var,Var,46134,0.5
isci_0562,59,İlkokul,12,"Limon Hasadı, Çapa",İzmir,Bornova,35587,ilan_0562,Firma_14,Pamuk Toplama,Sivas,Zara,Üniversite,9,29-48,Bayan,Yok,Yok,23566,0.2
isci_0563,43,İlkokul,1,Sera Bakımı,Sinop,Merkez,24826,ilan_0563,Firma_10,Sera Bakımı,Sakarya,Erenler,Üniversite,3,19-57,Farketmez,Var,Yok,37509,0.6
isci_0564,58,Ortaokul,0,"Fidan Dikimi, Ceviz Hasadı, Toprak İşleme",Adana,Yüreğir,24771,ilan_0564,Firma_32,Çapa,Diyarbakır,Kayapınar,Lise,2,18-52,Bayan,Yok,Var,40195,0.3
isci_0565,58,Üniversite,4,"Limon Hasadı, Toprak İşleme, Ceviz Hasadı",Aksaray,Eskil,59735,ilan_0565,Firma_92,Pamuk Toplama,Malatya,Battalgazi,Üniversite,2,21-45,Bayan,Var,Yok,39530,0.4
isci_0566,30,Ortaokul,10,"Limon Hasadı, Kiraz Hasadı, Sera Bakımı",Bartın,Merkez,43509,ilan_0566,Firma_27,Çay Hasadı,Gaziantep,Şahinbey,Ortaokul,1,22-40,Farketmez,Yok,Var,58261,1.0
isci_0567,24,Ortaokul,4,"Çay Hasadı, Toprak İşleme, Limon Hasadı",Adıyaman,Besni,43356,ilan_0567,Firma_14,Pamuk Toplama,Afyonkarahisar,Merkez,Lise,1,29-49,Erkek,Var,Yok,54036,0.5
isci_0568,39,Üniversite,2,"Çay Hasadı, Pamuk Toplama",Adıyaman,Besni,46803,ilan_0568,Firma_37,Çay Hasadı,Amasya,Merzifon,İlkokul,6,30-60,Farketmez,Yok,Var,45722,0.3
isci_0569,40,Üniversite,9,"Kayısı Hasadı, Çay Hasadı",Ordu,Ünye,33644,ilan_0569,Firma_73,Ceviz Hasadı,Van,Erciş,Lise,8,23-58,Farketmez,Var,Var,55955,0.8
isci_0570,24,Ortaokul,7,"Elma Toplama, Toprak İşleme, Fidan Dikimi",Diyarbakır,Bağlar,49638,ilan_0570,Firma_27,Pamuk Toplama,Kilis,Elbeyli,Üniversite,5,23-58,Bayan,Var,Var,52109,0.8
isci_0571,29,Ortaokul,8,Ceviz Hasadı,Ardahan,Göle,37502,ilan_0571,Firma_17,Çay Hasadı,Bartın,Merkez,Ortaokul,6,29-60,Erkek,Var,Yok,58815,1.0
isci_0572,30,Üniversite,3,"Pamuk Toplama, Kayısı Hasadı, Sera Bakımı",Kocaeli,Darıca,22934,ilan_0572,Firma_13,Elma Toplama,Düzce,Merkez,Lise,5,24-47,Farketmez,Var,Yok,22672,0.3
isci_0573,54,Lise,4,"Kayısı Hasadı, Kiraz Hasadı",Afyonkarahisar,Sandıklı,51463,ilan_0573,Firma_9,Limon Hasadı,Karabük,Merkez,Lise,4,22-56,Farketmez,Var,Var,29554,0.7
isci_0574,55,Ortaokul,12,"Kayısı Hasadı, Çapa, Elma Toplama",Hakkari,Merkez,46864,ilan_0574,Firma_6,Sera Bakımı,Şanlıurfa,Eyyübiye,Ortaokul,3,29-60,Farketmez,Var,Yok,45633,0.7
isci_0575,60,Üniversite,14,"Çapa, Toprak İşleme",Siirt,Pervari,17128,ilan_0575,Firma_82,Kiraz Hasadı,Siirt,Merkez,İlkokul,10,25-46,Erkek,Var,Yok,49899,0.5
isci_0576,51,İlkokul,18,"Toprak İşleme, Pamuk Toplama, Çapa",Edirne,Keşan,45878,ilan_0576,Firma_21,Ürün Hasadı,Siirt,Merkez,Ortaokul,4,30-52,Farketmez,Var,Yok,57461,0.8
isci_0577,36,İlkokul,13,"Kiraz Hasadı, Çapa",Kahramanmaraş,Onikişubat,32278,ilan_0577,Firma_41,Limon Hasadı,Osmaniye,Kadirli,Lise,9,19-60,Farketmez,Var,Var,56873,0.8
isci_0578,27,İlkokul,18,"Pamuk Toplama, Toprak İşleme",Gaziantep,Şahinbey,53263,ilan_0578,Firma_30,Çay Hasadı,Mardin,Kızıltepe,İlkokul,2,27-49,Erkek,Yok,Yok,54218,1.0
isci_0579,52,İlkokul,0,"Ürün Hasadı, Limon Hasadı",Balıkesir,Merkez,54617,ilan_0579,Firma_68,Toprak İşleme,Elazığ,Merkez,Lise,9,30-47,Erkek,Yok,Yok,26431,0.0
isci_0580,51,Lise,19,"Limon Hasadı, Çay Hasadı, Sera Bakımı",Burdur,Gölhisar,23210,ilan_0580,Firma_82,Limon Hasadı,Kars,Merkez,Lise,2,24-60,Farketmez,Var,Var,53177,1.0
isci_0581,26,İlkokul,10,"Limon Hasadı, Ceviz Hasadı, Pamuk Toplama",Yozgat,Sorgun,18728,ilan_0581,Firma_68,Çapa,Bitlis,Merkez,Üniversite,10,20-52,Bayan,Var,Yok,41084,0.8
isci_0582,56,Ortaokul,12,"Fidan Dikimi, Ceviz Hasadı",Burdur,Bucak,38600,ilan_0582,Firma_22,Limon Hasadı,Sivas,Şarkışla,Lise,6,25-44,Erkek,Var,Var,36879,0.2
isci_0583,27,Lise,18,"Ceviz Hasadı, Ürün Hasadı, Elma Toplama",Amasya,Merzifon,39687,ilan_0583,Firma_92,Limon Hasadı,Kırşehir,Çiçekdağı,Ortaokul,7,23-58,Erkek,Yok,Var,47840,0.8
isci_0584,34,İlkokul,15,"Elma Toplama, Fidan Dikimi",Kırşehir,Kaman,35688,ilan_0584,Firma_76,Toprak İşleme,Adana,Yüreğir,İlkokul,6,29-45,Farketmez,Yok,Yok,57474,1.0
isci_0585,43,Üniversite,1,"Çapa, Limon Hasadı",Yozgat,Sorgun,49180,ilan_0585,Firma_37,Ceviz Hasadı,Kars,Kağızman,İlkokul,5,30-60,Erkek,Yok,Var,19613,0.3
isci_0586,32,Ortaokul,1,"Elma Toplama, Pamuk Toplama",Erzincan,Tercan,58389,ilan_0586,Firma_17,Elma Toplama,Samsun,Bafra,İlkokul,2,19-52,Bayan,Var,Var,35490,0.3
isci_0587,26,Üniversite,14,"Çay Hasadı, Elma Toplama",Van,Edremit,55883,ilan_0587,Firma_91,Çay Hasadı,Hakkari,Yüksekova,Üniversite,7,29-45,Farketmez,Var,Var,19902,0.4
isci_0588,42,İlkokul,5,"Çay Hasadı, Kayısı Hasadı, Ürün Hasadı",Balıkesir,Edremit,52921,ilan_0588,Firma_60,Kayısı Hasadı,Gümüşhane,Şiran,Üniversite,5,27-45,Bayan,Yok,Var,40754,0.5
isci_0589,56,Üniversite,4,"Limon Hasadı, Kayısı Hasadı",Tunceli,Pülümür,32926,ilan_0589,Firma_44,Fidan Dikimi,Niğde,Merkez,Ortaokul,9,19-49,Farketmez,Yok,Yok,31209,0.0
isci_0590,27,İlkokul,15,Kayısı Hasadı,Samsun,Atakum,48546,ilan_0590,Firma_60,Ceviz Hasadı,Erzurum,Aziziye,Üniversite,2,30-57,Farketmez,Var,Yok,30355,0.2
